id,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
I12138139,0.0008091706001348618,6.0,0.0,0.0003213334475158983,0
I121748325,0.0032366824005394474,27.0,0.00046012060536712866,0.0011008072728314901,2
I121750182,0.00026972353337828726,2.0,0.0,3.091239870727663e-09,4
I12176630,0.0004045853000674309,3.0,0.0,7.598179401163411e-41,64
I121797337,0.01294672960215779,105.0,0.0010747855851313234,0.010946198332595757,8
I121799043,0.0008091706001348618,8.0,6.912256722669892e-07,0.00011398446870191787,2
I121820613,0.0014834794335805799,11.0,0.00024316591544381873,0.0009234035813317549,3
I121847817,0.0068779501011463256,53.0,2.5344941316456268e-06,0.004041982364877512,6
I121883995,0.0052596089008766014,41.0,1.7072667766685634e-05,0.004601607503653391,19
I121934306,0.003776129467296022,29.0,8.185567171582767e-07,0.004252151767956733,1
I121980950,0.0017532029669588673,13.0,9.992212797097383e-05,0.00016340666971841324,7
I122140584,0.003371544167228591,31.0,0.0004067533637476669,0.001217546977930099,8
I122266389,0.0008091706001348618,11.0,0.0,0.000139671049439788,8
I122346577,0.007956844234659474,73.0,0.00019382782762592522,0.0033721374302698604,2
I122411786,0.01901550910316925,169.0,2.986459928739493e-05,0.018320127312254048,8
I122534668,0.0014834794335805799,11.0,0.0003393675515507315,0.00048525088986305044,1
I122571602,0.0005394470667565745,4.0,0.0,0.0011568191682403898,0
I122640774,0.00026972353337828726,4.0,0.0,2.8154198609227613e-06,4
I122690471,0.00633850303438975,47.0,0.0,0.0013232379014382581,7
I122964287,0.006473364801078895,48.0,0.0,0.0007270694926558008,4
I122991210,0.0013486176668914363,11.0,7.094158215371731e-07,0.0003119604848625637,2
I123044942,0.0020229265003371545,21.0,0.0008641427903850093,0.0005043919179693143,19
I12311892,0.0006743088334457181,5.0,0.0,0.00028704256582396645,0
I12315562,0.0012137559002022927,13.0,6.888003190309647e-06,0.00021330783313147238,8
I123173325,0.00026972353337828726,2.0,0.0,1.7436358495660784e-07,6
